,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileagev,enginev,max_powerv,torquev,Brand,model_name
3156,Mahindra Bolero 2011-2019 SLE,2015,610000,40000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
3788,Mahindra Bolero 2011-2019 Special Edition,2015,600000,40000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Special Edition
4343,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,484999,100000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero Power Plus Plus Non AC BSIV PS
4449,Mahindra Bolero 2011-2019 ZLX,2015,600000,80000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
4726,Mahindra Bolero 2011-2019 SLX,2015,550000,30000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
5112,Mahindra Bolero 2011-2019 SLX,2015,550000,80000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
5971,Mahindra Bolero 2011-2019 ZLX,2015,540000,110000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
6785,Mahindra Bolero 2011-2019 SLE BSIII,2015,515000,60000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE BSIII
297,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
627,Mahindra Bolero 2011-2019 SLX,2014,600000,50000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
1001,Mahindra Bolero 2011-2019 EX NON AC,2014,480000,37000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 EX NON AC
1203,Mahindra Bolero 2011-2019 SLE,2014,430000,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
1382,Mahindra Bolero 2011-2019 SLE,2014,570000,74000,Diesel,Dealer,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
1463,Mahindra Bolero 2011-2019 DI - AC BS III,2014,450000,110000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
1826,Mahindra Bolero 2011-2019 SLE BSIII,2014,550000,103000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE BSIII
2181,Mahindra Bolero 2011-2019 SLE,2014,500000,100000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
2186,Mahindra Bolero 2011-2019 SLX,2014,650000,65000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
2931,Mahindra Bolero 2011-2019 ZLX BSIII,2014,515000,60000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX BSIII
3024,Mahindra Bolero 2011-2019 SLE BSIII,2014,500000,48300,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE BSIII
3394,Mahindra Bolero 2011-2019 ZLX BSIII,2014,550000,70000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX BSIII
3500,Mahindra Bolero 2011-2019 ZLX BSIII,2014,530000,120000,Diesel,Individual,Manual,Third Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX BSIII
3513,Mahindra Bolero 2011-2019 Plus AC,2014,525000,200000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Plus AC
4914,Mahindra Bolero 2011-2019 SLX,2014,465000,80000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
5223,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,90000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX 2WD BSIII
6389,Mahindra Bolero 2011-2019 DI - AC BS III,2014,550000,11500,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
6440,Mahindra Bolero 2011-2019 ZLX,2014,600000,82500,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
6441,Mahindra Bolero 2011-2019 Plus AC,2014,550000,76000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Plus AC
6610,Mahindra Bolero 2011-2019 ZLX,2014,509999,70000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
7106,Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,370000,183000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI NON AC BS III White
8022,Mahindra Bolero 2011-2019 EX NON AC,2014,600000,70000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 EX NON AC
686,Mahindra Bolero 2011-2019 SLE,2013,330000,136000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
1180,Mahindra Bolero 2011-2019 ZLX,2013,467000,157000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
1271,Mahindra Bolero 2011-2019 Plus AC,2013,480000,100000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Plus AC
1495,Mahindra Bolero 2011-2019 ZLX,2013,400000,90000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
1497,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,70000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX 2WD BSIII
1818,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,500000,70000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI NON AC BS III SILVER
1820,Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,400000,80000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI NON AC BS III White
2249,Mahindra Bolero 2011-2019 SLX,2013,400000,60000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
2297,Mahindra Bolero 2011-2019 ZLX,2013,500000,50000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
2444,Mahindra Bolero 2011-2019 ZLX,2013,430000,100000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
3057,Mahindra Bolero 2011-2019 EX NON AC,2013,305000,160000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 EX NON AC
3143,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,325000,178000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI NON AC BS III SILVER
4177,Mahindra Bolero 2011-2019 ZLX,2013,450000,146000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
4464,Mahindra Bolero 2011-2019 ZLX,2013,600000,45000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
4616,Mahindra Bolero 2011-2019 ZLX BSIII,2013,525000,80000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX BSIII
4663,Mahindra Bolero 2011-2019 Plus AC,2013,440000,120000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Plus AC
5141,Mahindra Bolero 2011-2019 SLX,2013,550000,60000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
5194,Mahindra Bolero 2011-2019 ZLX BSIII,2013,451000,70000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX BSIII
5300,Mahindra Bolero 2011-2019 SLX,2013,330000,125000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
5760,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,160000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX 2WD BSIII
6234,Mahindra Bolero 2011-2019 DI - AC BS III,2013,499000,80000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
6439,Mahindra Bolero 2011-2019 SLX,2013,450000,70000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
6940,Mahindra Bolero 2011-2019 SLX,2013,550000,90000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
6949,Mahindra Bolero 2011-2019 SLE,2013,500000,110000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
6984,Mahindra Bolero 2011-2019 Plus Non AC,2013,500000,120000,Diesel,Individual,Manual,Third Owner,9.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Plus Non AC
7660,Mahindra Bolero 2011-2019 SLX,2013,475000,76000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
584,Mahindra Bolero 2011-2019 SLX,2012,500000,76000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
722,Mahindra Bolero 2011-2019 SLE,2012,400000,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
734,Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,340000,110000,Diesel,Individual,Manual,Second Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 Plus - AC BSIII
1206,Mahindra Bolero 2011-2019 ZLX,2012,450000,165000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
1515,Mahindra Bolero 2011-2019 Plus AC,2012,550000,180000,Diesel,Individual,Manual,Third Owner,9.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Plus AC
1592,Mahindra Bolero 2011-2019 SLX,2012,420000,50000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
1949,Mahindra Bolero 2011-2019 ZLX,2012,600000,75000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
2084,Mahindra Bolero 2011-2019 SLE,2012,450000,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
2118,Mahindra Bolero 2011-2019 SLE,2012,325000,110000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
2367,Mahindra Bolero 2011-2019 SLX,2012,450000,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
3679,Mahindra Bolero 2011-2019 SLX,2012,360000,200000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
5175,Mahindra Bolero 2011-2019 ZLX,2012,450000,135000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
5995,Mahindra Bolero 2011-2019 SLX,2012,430000,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
7650,Mahindra Bolero 2011-2019 ZLX,2012,430000,50000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
727,Mahindra Bolero 2011-2019 Plus - AC BSIII,2011,320000,175000,Diesel,Individual,Manual,Third Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 Plus - AC BSIII
3253,Mahindra Bolero 2011-2019 SLX,2011,325000,142000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
4774,Mahindra Bolero 2011-2019 Plus Non AC,2011,400000,100000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Plus Non AC
6803,Mahindra Bolero 2011-2019 SLE,2011,370000,91863,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
6902,Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,250000,100000,Diesel,Individual,Manual,Second Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI NON AC BS III White
1874,Ford Ecosport 1.5 Petrol Ambiente,2018,640000,6001,Petrol,Dealer,Manual,First Owner,5.0,15.9,1496,120.69,149Nm,Ford,Ecosport 1.5 Petrol Ambiente
8050,Ford Ecosport 1.5 Petrol Titanium,2016,599000,39000,Petrol,Dealer,Manual,First Owner,5.0,15.9,1496,120.69,149Nm,Ford,Ecosport 1.5 Petrol Titanium
5977,Maruti Esteem Lxi - BSIII,2007,55000,70000,Petrol,Individual,Manual,Third Owner,5.0,15.9,1298,85,110Nm,Maruti,Esteem Lxi - BSIII
5265,Maruti Esteem LX - BSIII,2006,135000,70000,Petrol,Individual,Manual,Second Owner,5.0,15.9,1298,85,110Nm,Maruti,Esteem LX - BSIII
4563,Maruti Esteem Vxi - BSIII,2005,93000,80000,Petrol,Individual,Manual,Third Owner,5.0,15.9,1298,85,110Nm,Maruti,Esteem Vxi - BSIII
4496,Maruti Esteem DI,2003,70000,20000,Diesel,Individual,Manual,First Owner,5.0,15.9,1527,57,96Nm,Maruti,Esteem DI
6919,Maruti Esteem LX - BSIII,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,15.9,1298,85,110Nm,Maruti,Esteem LX - BSIII
6920,Maruti Esteem LX - BSIII,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,15.9,1298,85,110Nm,Maruti,Esteem LX - BSIII
5726,Maruti Esteem AX,1997,125000,94000,Petrol,Individual,Automatic,Fourth & Above Owner,5.0,15.9,1298,85,110Nm,Maruti,Esteem AX
1548,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2016,670000,50478,Petrol,Individual,Manual,First Owner,5.0,15.85,1499,110.4,140Nm,Ford,EcoSport 1.5 Ti VCT MT Trend BSIV
2916,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,680000,50000,Petrol,Individual,Manual,First Owner,5.0,15.85,1499,110.4,140Nm,Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV
4300,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,800000,25000,Petrol,Individual,Manual,First Owner,5.0,15.85,1499,110.4,140Nm,Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV
4302,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,700000,25000,Petrol,Individual,Manual,First Owner,5.0,15.85,1499,110.4,140Nm,Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV
3811,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,500000,70000,Petrol,Individual,Manual,Second Owner,5.0,15.85,1499,110.4,140Nm,Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV
3112,Hyundai Creta 1.6 SX Option,2019,1150000,31000,Petrol,Dealer,Manual,First Owner,5.0,15.8,1591,121.3,151Nm,Hyundai,Creta 1.6 SX Option
1990,Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,2950000,46000,Diesel,Dealer,Manual,First Owner,5.0,15.8,2148,170,42,Mercedes-Benz,New C-Class C 220 CDI Elegance MT
3556,Hyundai Creta 1.6 SX,2018,1200000,27000,Petrol,Individual,Manual,First Owner,5.0,15.8,1591,121.3,151Nm,Hyundai,Creta 1.6 SX
4136,Hyundai Creta 1.6 SX Option Executive,2018,1405000,15000,Petrol,Individual,Manual,First Owner,5.0,15.8,1591,121.3,151Nm,Hyundai,Creta 1.6 SX Option Executive
7951,Hyundai Creta 1.6 SX,2018,1220000,11000,Petrol,Individual,Manual,First Owner,5.0,15.8,1591,121.3,151Nm,Hyundai,Creta 1.6 SX
8059,Hyundai Creta 1.6 SX Option,2018,1175000,14000,Petrol,Dealer,Manual,First Owner,5.0,15.8,1591,121.3,151Nm,Hyundai,Creta 1.6 SX Option
601,Ford Ecosport 1.5 Ti VCT MT Titanium,2015,555000,20000,Petrol,Individual,Manual,Second Owner,5.0,15.8,1499,110,140Nm,Ford,Ecosport 1.5 Ti VCT MT Titanium
6193,Fiat Grande Punto EVO 1.2 Dynamic,2015,350000,60000,Petrol,Individual,Manual,Third Owner,5.0,15.8,1172,67.1,96Nm,Fiat,Grande Punto EVO 1.2 Dynamic
6104,Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,Diesel,Individual,Automatic,First Owner,5.0,15.8,2148,170,42,Mercedes-Benz,New C-Class 250 CDI Classic
109,Tata Indica Vista Aura 1.2 Safire (ABS) BS IV,2010,300000,48000,Petrol,Individual,Manual,First Owner,5.0,15.8,1172,65,96 Nm at 3000 rpm,Tata,Indica Vista Aura 1.2 Safire (ABS) BS IV
7834,Hyundai Verna 1.6 SX VTVT AT,2013,450000,100000,Petrol,Individual,Automatic,Second Owner,5.0,15.74,1591,121.3,154.9Nm,Hyundai,Verna 1.6 SX VTVT AT
7402,Hyundai Verna 1.6 SX VTVT AT,2012,475000,83000,Petrol,Individual,Automatic,First Owner,5.0,15.74,1591,121.3,154.9Nm,Hyundai,Verna 1.6 SX VTVT AT
2828,Audi Q3 35 TDI Quattro Premium Plus,2018,2800000,26000,Diesel,Dealer,Automatic,First Owner,5.0,15.73,1968,174.33,380Nm,Audi,Q3 35 TDI Quattro Premium Plus
1977,Audi Q3 2.0 TDI Quattro Premium Plus,2017,2825000,22000,Diesel,Dealer,Automatic,First Owner,5.0,15.73,1968,174.33,380Nm,Audi,Q3 2.0 TDI Quattro Premium Plus
4676,Audi Q3 2.0 TDI Quattro Premium Plus,2016,2375000,30000,Diesel,Dealer,Automatic,First Owner,5.0,15.73,1968,174.33,380Nm,Audi,Q3 2.0 TDI Quattro Premium Plus
7811,Audi Q3 2.0 TDI Quattro Premium Plus,2014,1200000,230000,Diesel,Individual,Automatic,First Owner,5.0,15.73,1968,174.33,380Nm,Audi,Q3 2.0 TDI Quattro Premium Plus
82,BMW X1 sDrive20i xLine,2016,2500000,30000,Petrol,Individual,Automatic,Second Owner,5.0,15.71,1998,189,280Nm,BMW,X1 sDrive20i xLine
3911,Fiat Punto Pure 1.2L FIRE,2016,265000,33003,Petrol,Individual,Manual,First Owner,5.0,15.7,1172,67,96Nm,Fiat,Punto Pure 1.2L FIRE
4996,Mahindra Logan Petrol 1.4 GLE,2010,200000,120000,Petrol,Individual,Manual,First Owner,5.0,15.7,1390,75,110,Mahindra,Logan Petrol 1.4 GLE
5330,Tata Indigo CS LS DiCOR,2010,150000,70000,Diesel,Individual,Manual,Third Owner,5.0,15.7,1405,70,14.3,Tata,Indigo CS LS DiCOR
1536,Mahindra Renault Logan 1.4 GLX Petrol,2009,135000,120000,Petrol,Individual,Manual,First Owner,5.0,15.7,1390,75,11,Mahindra,Renault Logan 1.4 GLX Petrol
3549,Fiat Punto 1.2 Active,2009,140000,110000,Petrol,Individual,Manual,Second Owner,5.0,15.7,1172,67,96Nm,Fiat,Punto 1.2 Active
4481,Fiat Punto 1.2 Active,2009,100000,100000,Petrol,Individual,Manual,Second Owner,5.0,15.7,1172,67,96Nm,Fiat,Punto 1.2 Active
7095,Tata Indigo CS eGLS BS IV,2017,362000,104000,Petrol,Individual,Manual,First Owner,5.0,15.64,1193,64.1,100Nm,Tata,Indigo CS eGLS BS IV
2260,Tata Indigo eCS GLS,2013,210000,120000,Petrol,Individual,Manual,First Owner,5.0,15.64,1193,64.1,100Nm,Tata,Indigo eCS GLS
4458,Tata Indigo CS eGLS BS IV,2013,250000,50000,Petrol,Individual,Manual,First Owner,5.0,15.64,1193,64.1,100Nm,Tata,Indigo CS eGLS BS IV
360,Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,5.0,15.64,1193,64.08,100Nm,Tata,Indigo CS eGLX BS IV
3402,Tata Indigo CS eGLX BS IV,2011,181000,70000,Petrol,Individual,Manual,First Owner,5.0,15.64,1193,64.1,100Nm,Tata,Indigo CS eGLX BS IV
3479,Tata Indigo CS eGLX BS IV,2011,90000,90000,Petrol,Individual,Manual,Second Owner,5.0,15.64,1193,64.08,100Nm,Tata,Indigo CS eGLX BS IV
5350,Tata Indigo eCS GLX,2010,290000,65000,Petrol,Individual,Manual,First Owner,5.0,15.64,1193,64.1,100Nm,Tata,Indigo eCS GLX
2721,Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,2015,775000,30000,Petrol,Individual,Automatic,First Owner,5.0,15.63,1499,110.4,140Nm,Ford,EcoSport 1.5 Ti VCT AT Titanium BSIV
159,Honda City V AT,2017,875000,18000,Petrol,Dealer,Automatic,First Owner,5.0,15.6,1497,116.3,146Nm,Honda,City V AT
4792,Honda City V AT,2017,925000,18000,Petrol,Dealer,Automatic,First Owner,5.0,15.6,1497,116.3,146Nm,Honda,City V AT
507,Ford Figo Petrol EXI,2012,300000,85000,Petrol,Individual,Manual,Second Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol EXI
6816,Ford Figo Petrol LXI,2012,290000,25000,Petrol,Individual,Manual,First Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol LXI
3155,Ford Figo Petrol EXI,2011,250000,25000,Petrol,Individual,Manual,First Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol EXI
6838,Ford Figo Petrol EXI,2011,225000,15000,Petrol,Individual,Manual,First Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol EXI
7641,Ford Figo Petrol Titanium,2011,240000,80000,Petrol,Individual,Manual,Second Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol Titanium
1496,Honda City V AT,2010,409999,110000,Petrol,Individual,Automatic,Third Owner,5.0,15.6,1497,116.3,146Nm,Honda,City V AT
2307,Ford Figo Petrol Titanium,2010,229999,120000,Petrol,Individual,Manual,Third Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol Titanium
2986,Ford Figo Petrol ZXI,2010,250000,80000,Petrol,Individual,Manual,Second Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol ZXI
3545,Ford Figo Petrol EXI,2010,160000,90000,Petrol,Individual,Manual,Second Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol EXI
5477,Ford Figo Petrol EXI,2010,400000,30000,Petrol,Individual,Manual,First Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol EXI
7020,Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Individual,Manual,First Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol ZXI
7537,Ford Figo Petrol LXI,2010,180000,50000,Petrol,Individual,Manual,Second Owner,5.0,15.6,1196,70,102Nm,Ford,Figo Petrol LXI
2314,Maruti SX4 Zxi with Leather BSIII,2008,150000,89000,Petrol,Individual,Manual,Second Owner,5.0,15.6,1586,104.68,145,Maruti,SX4 Zxi with Leather BSIII
5635,Maruti SX4 Zxi with Leather BSIII,2008,111000,110000,Petrol,Individual,Manual,Third Owner,5.0,15.6,1586,104.68,145,Maruti,SX4 Zxi with Leather BSIII
3510,Honda Amaze S AT i-Vtech,2015,415000,45000,Petrol,Individual,Automatic,First Owner,5.0,15.5,1198,86.7,109Nm,Honda,Amaze S AT i-Vtech
3511,Honda Amaze S AT i-Vtech,2015,450000,45000,Petrol,Individual,Automatic,First Owner,5.0,15.5,1198,86.7,109Nm,Honda,Amaze S AT i-Vtech
4554,Maruti SX4 Vxi BSIV,2012,260000,99000,Petrol,Individual,Manual,Second Owner,5.0,15.5,1586,103.3,145Nm,Maruti,SX4 Vxi BSIV
2656,Maruti SX4 Vxi BSIV,2011,350000,48756,Petrol,Individual,Manual,Second Owner,5.0,15.5,1586,103.3,145Nm,Maruti,SX4 Vxi BSIV
4468,Maruti SX4 Vxi BSIV,2011,190000,80000,Petrol,Individual,Manual,Third Owner,5.0,15.5,1586,103.3,145Nm,Maruti,SX4 Vxi BSIV
6831,Honda Civic 1.8 V MT Inspire,2011,350000,50000,Petrol,Individual,Manual,First Owner,5.0,15.5,1799,132,17.5,Honda,Civic 1.8 V MT Inspire
2560,Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,Petrol,Individual,Manual,Second Owner,5.0,15.5,1586,103.3,145Nm,Maruti,SX4 ZXI MT BSIV Leather
531,Tata Venture EX 7 Str Captain Seats,2014,317000,15000,Diesel,Individual,Manual,First Owner,7.0,15.42,1405,70,135Nm,Tata,Venture EX 7 Str Captain Seats
4877,Tata Venture LX 7 Str,2013,135000,120000,Diesel,Individual,Manual,Third Owner,7.0,15.42,1405,70,135Nm,Tata,Venture LX 7 Str
5697,Tata Venture EX 7 Str,2012,175000,90000,Diesel,Individual,Manual,Second Owner,7.0,15.42,1405,70,135Nm,Tata,Venture EX 7 Str
7062,Tata Venture EX 7 Str,2012,250000,120000,Diesel,Individual,Manual,First Owner,7.0,15.42,1405,70,135Nm,Tata,Venture EX 7 Str
2231,Skoda Rapid 1.6 MPI Ambition BSIV,2019,725000,25000,Petrol,Individual,Manual,First Owner,5.0,15.41,1598,103.2,153Nm,Skoda,Rapid 1.6 MPI Ambition BSIV
4904,Skoda Rapid 1.6 MPI Active BSIV,2016,395000,50000,Petrol,Individual,Manual,Third Owner,5.0,15.41,1598,103.2,153Nm,Skoda,Rapid 1.6 MPI Active BSIV
2132,Mahindra Scorpio S3 9 Seater BSIV,2018,900000,60000,Diesel,Individual,Manual,First Owner,7.0,15.4,2523,75,200Nm,Mahindra,Scorpio S3 9 Seater BSIV
